字段1_文本,字段3,字段4,字段6,字段7_文本,字段8,字段9,字段10,字段11,字段13,字段14,字段15,字段16,字段17,字段18,字段19
迈谷·天河科融苑,待售,天河,车陂,车陂西路迈谷科融苑,,,,,小型社区,近地铁,地铁沿线,超市,价格待定,,
银帝云珹天地,待售,白云,白云大道南,云城东路银帝云珹天地,,,,,车位充足,人车分流,品牌房企,近地铁,价格待定,,
广州力合科创中心,待售,白云,石井,石门街道广州力合科创中心,,,,,小型社区,国央企,品牌房企,近地铁,价格待定,,
城投天禧,在售,天河,智慧城,广州市天河区智慧城华观路与大观中路交界处(地铁21号线天河智慧城站B出口可达),3室,4室,,建面 108-138㎡,车位充足,绿化率高,国央企,品牌房企,43000, 元/㎡(均价),总价450-650(万/套)
建鑫荔棠雅苑,在售,增城,新塘北,广深大道中88号,,,,,小型社区,地铁沿线,公交直达,未来2年内交房,价格待定,,
新世界·天馥,在售,荔湾,滘口,珠江桥南侧花卉研究所西侧,3室,4室,,建面 76-139㎡,低总价,绿色建筑,人车分流,品牌房企,41000, 元/㎡(均价),总价295-620(万/套)
黄埔创新中心,待售,黄埔,黄埔区府,丰乐北路雅居乐黄埔创新中心,,,,,小型社区,地铁沿线,公交直达,综合商场,价格待定,,
珠江国际创业中心,待售,增城,新塘北,新塘镇创想路8号,,,,,国央企,品牌房企,公交直达,综合商场,价格待定,,
金茂万科都会四季,待售,增城,白江,新塘镇东江大道和沿江大道交汇处,,,,,车位充足,人车分流,国央企,品牌房企,价格待定,,
钧明欢乐世界,待售,增城,永宁,镇永和誉山国际山语一街5号一层,,,,,小型社区,品牌房企,公交直达,综合商场,价格待定,,
铂玥明珠ONE,待售,南沙,明珠湾,文字路铂玥明珠ONE,,,,,小型社区,品牌房企,近地铁,地铁沿线,价格待定,,
朗悦时光里,待售,花都,铁路西,瑞云路朗悦时光里,,,,,小型社区,近地铁,地铁沿线,综合商场,价格待定,,
鱼珠·星河里,待售,黄埔,大沙地,护林路2号（天河珠村东侧）,,,,,小型社区,多轨交汇,地铁沿线,综合商场,价格待定,,
广开云汇科技金融中心,在售,黄埔,科学城,科学大道广开云汇科技金融中心,1室,2室,3室,建面 48-115㎡,人车分流,大型社区,国央企,品牌房企,28000, 元/㎡(均价),总价145-300(万/套)
珠江科技创新园,待售,海珠,官洲,新滘东路珠江科技创新园,,,,,小型社区,品牌房企,地铁沿线,公交直达,价格待定,,
中海天幕湾,在售,番禺,亚运城,兴亚五路中海天幕湾,4室,,,建面 180-237㎡,车位充足,人车分流,国央企,品牌房企,36000, 元/㎡(均价),总价850(万/套)
云筑上品,在售,白云,夏茅,广东省广州市白云区鹤边细彭岭路4号,3室,4室,,建面 88-142㎡,车位充足,绿化率高,国央企,品牌房企,43000, 元/㎡(均价),总价350-670(万/套)
珠江铂世湾,待售,番禺,雅居乐,江山帝景高尔夫东侧,,,,,车位充足,人车分流,品牌房企,地铁沿线,价格待定,,
首开保利.云湖壹号,在售,白云,夏茅,向西大道白云湖东门旁,1室,,,建面 30㎡,低总价,车位充足,人车分流,国央企,47000, 元/㎡(均价),总价140(万/套)
中建联投学府悦城,在售,增城,荔城西区,增城大道318号,,,,,车位充足,人车分流,国央企,品牌房企,28000, 元/㎡(均价),
五矿招商江天际,在售,白云,石井,广东省广州市白云区,,,,,低总价,人车分流,大型社区,国央企,价格待定,,
晟云台,在售,白云,龙归,广东省广州市白云区石湖新大路晟云台,,,,,低总价,车位充足,人车分流,地铁沿线,35000, 元/㎡(均价),总价2200(万/套)
保利湖光悦色,待售,海珠,赤岗,华洲路保利湖光悦色,,,,,车位充足,国央企,品牌房企,近地铁,价格待定,,
保利云境,在售,白云,黄石,鹤联街保利云境,1室,2室,,建面 68-110㎡,低总价,绿化率高,人车分流,国央企,36000, 元/㎡(均价),总价250-310(万/套)
越秀·观樾,在售,天河,黄村,黄村街道越秀观樾,4室,,,建面 125-250㎡,车位充足,绿化率高,国央企,置换改善,85000, 元/㎡(均价),总价1100-2250(万/套)
海丝未来时区,待售,黄埔,知识城,龙湖街道海丝未来时区,,,,,小型社区,国央企,近地铁,地铁沿线,价格待定,,
星灿大厦,待售,天河,黄村,大观街星灿大厦,,,,,小型社区,品牌房企,地铁沿线,综合商场,价格待定,,
ing未来印,待售,天河,车陂,车陂街道未来印,,,,,小型社区,品牌房企,近地铁,多轨交汇,价格待定,,
时代天逸,在售,南沙,黄阁,黄阁地铁站A出口,,,,,车位充足,大型社区,品牌房企,近地铁,价格待定,,
星河·湾区壹号,待售,南沙,金洲,金苑大街与金苑横街交叉口西,,,,,品牌房企,地铁沿线,公交直达,超市,价格待定,,
华宇·锦绣云赋,待售,从化,旧城区,从城大道风云岭段北侧,,,,,车位充足,人车分流,品牌房企,公交直达,价格待定,,
升龙·学府上城,待售,黄埔,知识城,九龙大道,,,,,小型社区,品牌房企,近地铁,地铁沿线,价格待定,,
越秀珠实天悦海湾,在售,南沙,南沙港,南沙商贸大道天悦海湾,,,,,低总价,车位充足,人车分流,国央企,10000, 元/㎡(均价),总价45(万/套)
中鼎书院上城,待售,黄埔,黄埔区府,丰乐北路68号,,,,,大型社区,近地铁,地铁沿线,综合商场,价格待定,,
富力富云山,待售,白云,江夏,黄石西街23号,,,,,车位充足,大型社区,品牌房企,近地铁,价格待定,,
奥飞文创中心,待售,黄埔,知识城,创新大道以西、凤湖二路以北,,,,,小型社区,地铁沿线,综合商场,超市,价格待定,,
星际云汇,待售,黄埔,香雪,彩文路星际云汇,,,,,小型社区,国央企,近地铁,地铁沿线,价格待定,,
招商湾区1872,待售,南沙,东涌,港科大广州校区旁,,,,,车位充足,大型社区,国央企,品牌房企,价格待定,,
越秀中国铁建南投海语天悦湾,待售,南沙,明珠湾,凤凰大道越秀中国铁建南投海语天悦湾,,,,,车位充足,人车分流,国央企,品牌房企,价格待定,,
云裳峯尚,待售,白云,同和,白水塘中街云裳峯尚,,,,,小型社区,品牌房企,近地铁,地铁沿线,价格待定,,
卓越招商臻珑府,在售,黄埔,夏园,龙头路卓越招商臻珑府,,,,,人车分流,小型社区,国央企,品牌房企,价格待定,,
中洲紫轩,待售,黄埔,鱼珠,中山大道东中洲紫轩,,,,,小型社区,品牌房企,近地铁,多轨交汇,价格待定,,
保利翔龙天汇,待售,黄埔,科学城,广汕公路黄陂地铁站B出口(第一一七中学旁),,,,,车位充足,大型社区,国央企,品牌房企,价格待定,,
天健天玺,待售,黄埔,长岭居,长岭街道岭头社区S379(永顺大道),,,,,国央企,品牌房企,地铁沿线,公交直达,价格待定,,
广州城投·天赋壹号,待售,天河,金融城,广东省广州市天河区临江大道北,,,,,小型社区,国央企,品牌房企,近地铁,价格待定,,
凯德双桥新作,待售,荔湾,大坦沙,裕福街凯德双桥新作,,,,,人车分流,小型社区,品牌房企,近地铁,价格待定,,
合景月养云来,待售,增城,荔城西区,白石路合景月养云来,,,,,小型社区,品牌房企,超市,,价格待定,,
广州白云站TOD粤胜广场,在售,白云,同德围,中国.广州白云站TOD,1室,,,建面 2439㎡,低总价,车位充足,人车分流,国央企,30000, 元/㎡(均价),总价7804.8(万/套)
琶洲公馆,待售,海珠,琶洲中,新港东路608号,,,,,小型社区,国央企,品牌房企,近地铁,价格待定,,
广州滨江上都璇湾,待售,荔湾,鹤洞,芳村大道南广州滨江上都,,,,,大型社区,品牌房企,多轨交汇,地铁沿线,价格待定,,
大华城东瀚,在售,增城,朱村,朱村大道东大华城东瀚,,,,,车位充足,人车分流,品牌房企,近地铁,26000, 元/㎡(均价),
明月豪庭,在售,越秀,西门口,解放中路明月豪庭,2室,,,建面 42-132㎡,小型社区,近地铁,地铁沿线,大两居,28000, 元/㎡(均价),总价321(万/套)
新城市领院,在售,天河,东圃,桃园西路新城市领院,,,,,车位充足,绿化率高,高品质小区,品牌房企,80000, 元/㎡(均价),总价1800(万/套)
晟云台,待售,白云,龙归,石湖新大路晟云台,,,,,车位充足,小型社区,地铁沿线,超市,价格待定,,
中国软件CBD,待售,黄埔,文冲,护林路中国软件CBD,,,,,小型社区,国央企,地铁沿线,公交直达,价格待定,,
中国铁建招商蛇口西派天河序,在售,天河,沙太南,广东省广州市天河区牛利岗北街168号,4室,,,建面 125-240㎡,车位充足,人车分流,国央企,品牌房企,85000, 元/㎡(均价),总价1000-2400(万/套)
绿城·揽江印月,在售,番禺,市桥,广州市番禺区沙头街道沙堤路700号汀岸花园,3室,4室,,建面 110-180㎡,低单价,低总价,车位充足,绿化率高,29000, 元/㎡(均价),总价300-390(万/套)
珠江太古聚龙湾,待售,荔湾,芳村,达江路珠江太古聚龙湾,,,,,小型社区,近地铁,多轨交汇,超市,价格待定,,
保利琶洲四季,在售,海珠,琶洲东,琶洲街道保利琶洲四季,3室,,,建面 105-129㎡,人车分流,封闭管理,国央企,品牌房企,40000, 元/㎡(均价),总价540(万/套)
学畔公馆,待售,番禺,国际创新城,兴业大道学畔公馆,,,,,小型社区,品牌房企,地铁沿线,公交直达,价格待定,,
中国铁建西派澜岸,待售,南沙,明珠湾,长沙村西街中国铁建西派澜岸,,,,,车位充足,人车分流,国央企,品牌房企,价格待定,,
致景轩,在售,海珠,广州大道南,广东省广州市海珠区华盛南路209号2层,2室,3室,,建面 78-110㎡,车位充足,人车分流,地铁沿线,公交直达,52000, 元/㎡(均价),总价380-615(万/套)
珺筑水岸,在售,南沙,万顷沙,广州市南沙区灵心支线与万新大道交叉口西行500米,4室,,,建面 138-156㎡,低单价,低总价,车位充足,人车分流,17000, 元/㎡(均价),总价230-265(万/套)
中海大境,在售,海珠,广州大道南,新窖西路中海大境,3室,4室,5室,建面 125-270㎡,车位充足,绿化率高,国央企,品牌房企,90000, 元/㎡(均价),总价1020-2700(万/套)
保利燕语堂悦,在售,海珠,江燕路,广东省广州市海珠区工业大道中313号,3室,4室,,建面 78-125㎡,车位充足,绿化率高,国央企,品牌房企,61000, 元/㎡(均价),总价450-780(万/套)
越秀天悦云啟,待售,南沙,东涌,三沙公路越秀天悦云啟,,,,,低单价,低总价,人车分流,小型社区,价格待定,,
能建天河麓誉府,在售,天河,高唐,广州天河奥体广汕二路高塘石地铁站往东约700米,3室,4室,5室,建面 80-125㎡,车位充足,绿化率高,国央企,品牌房企,42000, 元/㎡(均价),总价340-620(万/套)
英广瑧尚,待售,天河,沙河,先烈东横路英广瑧尚,,,,,小型社区,近地铁,地铁沿线,超市,价格待定,,
南沙开建·源筑新城,在售,南沙,万顷沙,万新大道南沙开建·源筑新城,,,,,低单价,低总价,车位充足,人车分流,价格待定,,
保利华创都荟天珺,在售,天河,员村,员村街道保利华创都荟天珺,4室,5室,,建面 157-253㎡,车位充足,绿化率高,国央企,品牌房企,100000, 元/㎡(均价),总价1500-3000(万/套)
保利滨江和著,在售,番禺,大石,广东省广州市番禺区南村镇兴南大道368号,3室,4室,,建面 86-142㎡,低总价,车位充足,绿化率高,国央企,39000, 元/㎡(均价),总价420-580(万/套)
西派尊府,在售,南沙,明珠湾,33号路西派尊府,4室,,,建面 278-370㎡,车位充足,人车分流,国央企,品牌房企,50000, 元/㎡(均价),总价1200-1800(万/套)
羊城时尚汇,待售,增城,永宁,新新公路羊城时尚汇,,,,,人车分流,公交直达,已交房2年内,综合商场,价格待定,,
星河·盛世锦城,待售,番禺,雅居乐,市新公路星河·盛世锦城,,,,,车位充足,人车分流,品牌房企,近地铁,价格待定,,
鹏瑞金融城,待售,天河,东圃,黄埔大道东鹏瑞金融城,,,,,小型社区,近地铁,多轨交汇,超市,价格待定,,
保利琅悦,在售,花都,旧区,云山大道保利琅悦,3室,4室,,建面 107-168㎡,车位充足,绿化率高,国央企,品牌房企,24000, 元/㎡(均价),总价230-370(万/套)
越禧府,在售,越秀,建设路,广州市越秀区先烈南路23号,,,,,小型社区,近地铁,多轨交汇,超市,价格待定,,
星河盛世禧悦,在售,黄埔,开发东区,开创大道星河盛世禧悦,3室,4室,,建面 88-108㎡,低单价,低总价,车位充足,绿化率高,24000, 元/㎡(均价),总价210-270(万/套)
中旅·阿那亚·九龙湖,在售,花都,北兴镇,鸿鹤路微澜苑,4室,5室,,建面 447-508㎡,绿化率高,低密居所,国央企,置换改善,23000, 元/㎡(均价),总价1050-1200(万/套)
天健东玥台,待售,增城,中新镇,中新地铁站A口,,,,,车位充足,小型社区,国央企,品牌房企,价格待定,,
珠江广场,在售,海珠,滨江东,海珠区滨江东路835号,2室,3室,,建面 55-122㎡,人车分流,大型社区,近地铁,地铁沿线,80000, 元/㎡(均价),总价500-978(万/套)
品越华府,在售,海珠,赤岗,金运路1号,5室,,,建面 325㎡,车位充足,人车分流,国央企,品牌房企,140000, 元/㎡(均价),总价4700(万/套)
城投湖山雅筑,在售,花都,新区,商业大道城投湖山雅筑,3室,4室,,建面 94-133㎡,车位充足,绿化率高,国央企,品牌房企,23000, 元/㎡(均价),总价220-325(万/套)
知城翰林湖畔花园,在售,黄埔,知识城,创新大道知城翰林湖畔,3室,4室,,建面 66-103㎡,低单价,低总价,绿化率高,人车分流,18000, 元/㎡(均价),总价105-220(万/套)
保利锦上印,待售,荔湾,坑口,东漖街保利锦上印,,,,,人车分流,大型社区,国央企,品牌房企,价格待定,,
越秀万博城,在售,番禺,汉溪长隆,万博CBD,4室,,,建面 103-188㎡,车位充足,绿化率高,国央企,品牌房企,51000, 元/㎡(均价),总价630-1000(万/套)
中国铁建花语上城,在售,南沙,南沙区府,广州南沙蕉门河凤凰大道滨海实验学校（海语校区）对面,3室,4室,,建面 98-140㎡,车位充足,人车分流,国央企,品牌房企,28500, 元/㎡(均价),总价275-420(万/套)
越秀·大学城·和樾府·飞鸟集,在售,番禺,国际创新城,兴业大道越秀·大学城·和樾府,1室,,,建面 35-46㎡,车位充足,人车分流,国央企,品牌房企,20000, 元/㎡(均价),总价70-96(万/套)
中铁阅江来,待售,南沙,南沙区府,黄阁南路中铁阅江来,1室,,,建面 24-70㎡,低总价,车位充足,人车分流,国央企,24000, 元/㎡(均价),总价68-150(万/套)
领峯中心,待售,黄埔,科学城,联和街道岭胜广场,,,,,小型社区,近地铁,地铁沿线,超市,价格待定,,
大湾区诺德云城,在售,白云,同德围,广东省广州市白云区棠乐路161号,1室,2室,3室,建面 35-75㎡,低总价,国央企,品牌房企,近地铁,32000, 元/㎡(均价),总价110-219(万/套)
中建天钰,在售,海珠,江燕路,广东省广州市海珠区工业大道南389号,3室,4室,,建面 89-134㎡,车位充足,绿化率高,国央企,品牌房企,60000, 元/㎡(均价),总价498-818(万/套)
越秀·天荟江湾,待售,海珠,工业大道南,广东省广州市海珠区大干围12号,,,,建面 176-293㎡,人车分流,大型社区,国央企,品牌房企,800-1600, (万/套)(总价),
大壮名城,在售,黄埔,科学城,开泰大道与科丰路交汇处,2室,4室,,建面 88-143㎡,特价好房,车位充足,绿化率高,近地铁,50000, 元/㎡(均价),总价450-860(万/套)
中建未来方洲,在售,黄埔,文冲,石化路中建未来方洲,3室,4室,,建面 79-142㎡,低总价,车位充足,绿化率高,国央企,42000, 元/㎡(均价),总价320-650(万/套)
雍晟河滨广场,在售,从化,新城片区,城南路雍晟河滨广场,4室,,,建面 58-98㎡,人车分流,小型社区,品牌房企,地铁沿线,15500, 元/㎡(均价),总价128-150(万/套)
智都绿城凤凰于飞,在售,花都,新区,广东省广州市花都区凤凰北路,3室,4室,,建面 108-144㎡,车位充足,人车分流,国央企,品牌房企,23000, 元/㎡(均价),总价249-350(万/套)
